structure,nums,freq
S1L2S1L2D1L2S1,1,0.000002258187623777
L2S1L3S2,1,0.000002258187623777
L4D2L1D1L3,1,0.000002258187623777
L1D1L1S1L2D2L1,1,0.000002258187623777
L5S2L1D2,1,0.000002258187623777
S1D4S1L8,1,0.000002258187623777
D1L1D3L4,1,0.000002258187623777
L1S1L1D1L1D1L4,1,0.000002258187623777
L1D3S1L5,1,0.000002258187623777
L2D2L5D1L1D1,1,0.000002258187623777
L4D6S2,1,0.000002258187623777
D2L6D2S1,1,0.000002258187623777
L2D1L4D2L2,1,0.000002258187623777
L1D2L3D1L4,1,0.000002258187623777
L8S1L2D1,1,0.000002258187623777
D1L1D3L2D1,1,0.000002258187623777
L2D3L3D4L3,1,0.000002258187623777
S1L3S1D1S2L4D1L2D1,1,0.000002258187623777
L4D1L1D3L2,1,0.000002258187623777
L1D1S1L1D2L1S1L2S1L1,1,0.000002258187623777
D1L2D1L2D2L2D1L1,1,0.000002258187623777
L2D3L5S1D1,1,0.000002258187623777
D5L1D1L3D2,1,0.000002258187623777
L5D3S2L3S1,1,0.000002258187623777
D2L3D3L3,1,0.000002258187623777
L4D2L2D2L2,1,0.000002258187623777
L2D1L2D2L2,1,0.000002258187623777
L1D4L4D3,1,0.000002258187623777
L6S1L9S1L3,1,0.000002258187623777
D1S1L4D1,1,0.000002258187623777
S1L2S1L1D1L2,1,0.000002258187623777
S1D1L5D1L1,1,0.000002258187623777
S1D3S1L1D1L1,1,0.000002258187623777
L1S1D1S2L2S1,1,0.000002258187623777
S2L1S3D2,1,0.000002258187623777
S2L1D1S1L2S1,1,0.000002258187623777
L1D1L1D1L2S1,1,0.000002258187623777
L6D1L3S1,1,0.000002258187623777
L1D1L1S1D3L1,1,0.000002258187623777
D1S1D1L1S1L1S2,1,0.000002258187623777
L1S1L1S1L1S1L2,1,0.000002258187623777
L1D2L6D4,1,0.000002258187623777
L8D1L2S1,1,0.000002258187623777
D1L3D1L1D6,1,0.000002258187623777
L8S1L3S2,1,0.000002258187623777
L1S2L2S1,1,0.000002258187623777
D1L1D2L1D2L1D2L2,1,0.000002258187623777
S1L1D10,1,0.000002258187623777
L1D3L1S1L3S1L2,1,0.000002258187623777
L8D4L2,1,0.000002258187623777
D1L3S1L1D1,1,0.000002258187623777
S3L9,1,0.000002258187623777
D1L1D1L2D1L1D1L1D1,1,0.000002258187623777
L3D1L1D1L2D2L1,1,0.000002258187623777
L2D1L1D1L6D1L1D1,1,0.000002258187623777
D2L2D4L1,1,0.000002258187623777
D1L5D1L2D1L1,1,0.000002258187623777
D2L2D1L1D1L1D2,1,0.000002258187623777
L7S1D2L1,1,0.000002258187623777
L1D1L7D4S4,1,0.000002258187623777
L2D1L2D2L5,1,0.000002258187623777
D3L1S1L1,1,0.000002258187623777
S1L1D7,1,0.000002258187623777
D3L3S2D1L1,1,0.000002258187623777
L1D2L3D1L2D3,1,0.000002258187623777
L3D1L1S1L3D1,1,0.000002258187623777
D1L2D1L3D2L3,1,0.000002258187623777
D1L3D5L3,1,0.000002258187623777
S1L4D1L1D1L2S1,1,0.000002258187623777
D2L1D1L1D1L4,1,0.000002258187623777
L3D1L3D1S1D3,1,0.000002258187623777
D1L4S2,1,0.000002258187623777
S1D1L1S1D1L1S2L2,1,0.000002258187623777
D1L1D6L1D1,1,0.000002258187623777
L2D1L2D1L1D1L1D1,1,0.000002258187623777
L1S1L5D1L1S1L2,1,0.000002258187623777
L5S1L1D4,1,0.000002258187623777
D1L5D1S1L1D2S1,1,0.000002258187623777
L9S1L3S1L2,1,0.000002258187623777
D1L5S1D1L3,1,0.000002258187623777
L1S1D1L2D1L1,1,0.000002258187623777
L2S1D3L1D1L2D2,1,0.000002258187623777
L1D2L2D7,1,0.000002258187623777
D1L4S1L3S1L2D4,1,0.000002258187623777
D7S1L1D1,1,0.000002258187623777
D2L1D1L3D1L1,1,0.000002258187623777
L2S1L3S1L2D1L5,1,0.000002258187623777
D5L1D1L1D1,1,0.000002258187623777
L6S2L3S1L1D3,1,0.000002258187623777
L1D1L1D2S1L3D1S1L1,1,0.000002258187623777
D2L1D4L4,1,0.000002258187623777
D2L1D3L1D4,1,0.000002258187623777
L2D2L8D1L1,1,0.000002258187623777
D1L4D1L1D3,1,0.000002258187623777
L3D3S1L4,1,0.000002258187623777
L4D3L1D1L1,1,0.000002258187623777
D4L1D5,1,0.000002258187623777
L1D1L1D1L2D2L2D1L1,1,0.000002258187623777
L2D1L3D2S3,1,0.000002258187623777
L1D1L1S1L2D3S1,1,0.000002258187623777
L4D4L1S1L1S1,1,0.000002258187623777
D1L7D3L1,1,0.000002258187623777
D1S1L7D1,1,0.000002258187623777
L1D1L1D1S5,1,0.000002258187623777
D2L4S2L3S1D1,1,0.000002258187623777
L1D2L1S1L3S1L2,1,0.000002258187623777
D3L1D3L5,1,0.000002258187623777
L1D2L3D2L2S2,1,0.000002258187623777
L4D1L4D1L3S1,1,0.000002258187623777
L3D1L1D3L2,1,0.000002258187623777
D1L2S1L1D1L3,1,0.000002258187623777
L1D2L1D1L1D2L1D1,1,0.000002258187623777
D1L4D5L3,1,0.000002258187623777
D1L3D1L3D3,1,0.000002258187623777
S1L3S1L3D2S1L3S2L3S1,1,0.000002258187623777
D3L2S1,1,0.000002258187623777
L10D1L7,1,0.000002258187623777
L4D4S1D1,1,0.000002258187623777
L9S1L5,1,0.000002258187623777
L1D1L1S2L1S1D2,1,0.000002258187623777
L3D1L4S2,1,0.000002258187623777
L2S1L1D1L1D3,1,0.000002258187623777
S1D2L2D1L3D1,1,0.000002258187623777
S1D1L3S1L3S1D1,1,0.000002258187623777
L4D2L1S1L3S2,1,0.000002258187623777
L2D3L2D5,1,0.000002258187623777
L1S1L2S1D1L1,1,0.000002258187623777
S1L3S1L4D1L1,1,0.000002258187623777
D4L1D2L1D2L1D1,1,0.000002258187623777
L2D2L6D1L1,1,0.000002258187623777
L4S1L3D1S1D2,1,0.000002258187623777
L3S1L3S1L2S1L2S1,1,0.000002258187623777
D3S1D3S1D3L1,1,0.000002258187623777
L1D1L3D1L1D1L4,1,0.000002258187623777
L1D1L1D1L1S1L2,1,0.000002258187623777
L1D1L2S1L2D1L3S1L1S1L1,1,0.000002258187623777
L5D2L1D4,1,0.000002258187623777
S1L7D2L4,1,0.000002258187623777
L2D3L2S1L2D2,1,0.000002258187623777
D6L2S2,1,0.000002258187623777
L4S1L1S1L2D1,1,0.000002258187623777
L1D6S1L4,1,0.000002258187623777
L6S5,1,0.000002258187623777
L1D1L1D1L1D1L1D2L1D1,1,0.000002258187623777
L1D1L1D1L5D1L2,1,0.000002258187623777
L1S1D1L1S1L3S1L3S1D1,1,0.000002258187623777
L4D3S2L3,1,0.000002258187623777
L1D1L4D1S1L1D1L1,1,0.000002258187623777
D3L3S1L2D1L2D1,1,0.000002258187623777
D1L1S1L2D1S1L2D2L1,1,0.000002258187623777
L2S1L6D1,1,0.000002258187623777
D1L1D1L2D4,1,0.000002258187623777
L2S1L2S1L1D1L1,1,0.000002258187623777
L3S1L1S1D5,1,0.000002258187623777
S1L3S1L3D1L1D1L1,1,0.000002258187623777
L1D1L4D1L4D1,1,0.000002258187623777
L1D4S1L1D4,1,0.000002258187623777
D5L3D2L2,1,0.000002258187623777
